iteration,hv
1,1.0000000961492943
2,3.4758454245046346
3,24.644496377086455
4,28.205796735981252
5,30.372347339732784
6,31.299233824444414
7,31.299233824444414
8,44.912430433200186
9,44.912430433200186
10,77.41373100460541
11,77.41373100460541
12,77.67086846791025
13,77.67086846791025
14,77.67086846791025
15,77.67086846791025
